,K,alpha,k,accuracy,precision,recall
367,5.0,21.0,235.0,0.38,"[0.88888889 0.21276596 0.875      0.         0.75       0.
 0.         1.         0.         0.22222222]","[0.72727273 1.         0.58333333 0.         0.54545455 0.
 0.         0.11111111 0.         0.54545455]"
368,5.0,21.0,240.0,0.38,"[0.875      0.2173913  0.88888889 0.         0.85714286 0.
 0.         1.         0.         0.20689655]","[0.63636364 1.         0.66666667 0.         0.54545455 0.
 0.         0.11111111 0.         0.54545455]"
369,5.0,21.0,245.0,0.37,"[0.875      0.21276596 0.875      0.         0.75       0.
 0.         1.         0.         0.21428571]","[0.63636364 1.         0.58333333 0.         0.54545455 0.
 0.         0.11111111 0.         0.54545455]"
370,5.0,21.0,250.0,0.37,"[0.875      0.21276596 0.875      0.         0.66666667 0.
 0.         1.         0.         0.22222222]","[0.63636364 1.         0.58333333 0.         0.54545455 0.
 0.         0.11111111 0.         0.54545455]"
371,5.0,21.0,255.0,0.39,"[0.875      0.2173913  0.81818182 0.         0.66666667 0.
 0.         1.         0.         0.24      ]","[0.63636364 1.         0.75       0.         0.54545455 0.
 0.         0.11111111 0.         0.54545455]"
372,5.0,21.0,260.0,0.4,"[0.875      0.23809524 0.83333333 0.         0.66666667 0.
 0.         1.         0.         0.21428571]","[0.63636364 1.         0.83333333 0.         0.54545455 0.
 0.         0.11111111 0.         0.54545455]"
373,5.0,21.0,265.0,0.39,"[0.875      0.23809524 0.81818182 0.         0.66666667 0.
 0.         1.         0.         0.20689655]","[0.63636364 1.         0.75       0.         0.54545455 0.
 0.         0.11111111 0.         0.54545455]"
374,5.0,21.0,270.0,0.41,"[0.88888889 0.25       0.75       0.         0.66666667 0.
 0.         1.         0.         0.24137931]","[0.72727273 1.         0.75       0.         0.54545455 0.
 0.         0.11111111 0.         0.63636364]"
375,5.0,21.0,275.0,0.42,"[0.88888889 0.26315789 0.66666667 0.         0.66666667 0.
 0.         0.         0.         0.27586207]","[0.72727273 1.         0.83333333 0.         0.54545455 0.
 0.         0.         0.         0.72727273]"
376,5.0,21.0,280.0,0.39,"[0.875      0.25806452 0.5        0.         0.66666667 0.
 0.         0.         0.         0.25      ]","[0.63636364 0.8        0.83333333 0.         0.54545455 0.
 0.         0.         0.         0.72727273]"
377,5.0,21.0,285.0,0.37,"[0.875      0.24       0.37037037 0.         0.6        0.
 0.         0.         0.         0.26666667]","[0.63636364 0.6        0.83333333 0.         0.54545455 0.
 0.         0.         0.         0.72727273]"
378,5.0,21.0,290.0,0.34,"[0.875      0.15       0.3125     0.         0.66666667 0.
 0.         0.         0.         0.25806452]","[0.63636364 0.3        0.83333333 0.         0.54545455 0.
 0.         0.         0.         0.72727273]"
379,5.0,21.0,295.0,0.33,"[0.875      0.13333333 0.275      0.         0.55555556 0.
 0.         0.         0.         0.28571429]","[0.63636364 0.2        0.91666667 0.         0.45454545 0.
 0.         0.         0.         0.72727273]"
380,5.0,21.0,300.0,0.32,"[1.         0.         0.25581395 0.         0.625      0.
 0.         0.         0.         0.31034483]","[0.63636364 0.         0.91666667 0.         0.45454545 0.
 0.         0.         0.         0.81818182]"
381,5.0,21.0,305.0,0.33,"[1.         0.         0.26666667 0.         0.625      0.
 0.         0.         0.         0.3       ]","[0.63636364 0.         1.         0.         0.45454545 0.
 0.         0.         0.         0.81818182]"
382,5.0,21.0,310.0,0.33,"[1.         0.         0.24       0.         0.625      0.
 0.         0.         0.         0.33333333]","[0.63636364 0.         1.         0.         0.45454545 0.
 0.         0.         0.         0.81818182]"
383,5.0,21.0,315.0,0.34,"[1.         0.         0.23529412 0.         0.55555556 0.
 0.         0.         0.         0.37037037]","[0.63636364 0.         1.         0.         0.45454545 0.
 0.         0.         0.         0.90909091]"
384,5.0,21.0,320.0,0.31,"[0.75       0.         0.22641509 0.         0.55555556 0.
 0.         0.         0.         0.30769231]","[0.54545455 0.         1.         0.         0.45454545 0.
 0.         0.         0.         0.72727273]"
385,5.0,21.0,325.0,0.3,"[0.77777778 0.         0.21428571 0.         0.55555556 0.
 0.         0.         0.         0.28571429]","[0.63636364 0.         1.         0.         0.45454545 0.
 0.         0.         0.         0.54545455]"
386,5.0,21.0,330.0,0.28,"[0.77777778 0.         0.19354839 0.         0.5        0.
 0.         0.         0.         0.29411765]","[0.63636364 0.         1.         0.         0.36363636 0.
 0.         0.         0.         0.45454545]"
387,5.0,21.0,335.0,0.27,"[0.875      0.         0.18181818 0.         0.42857143 0.
 0.         0.         0.         0.3125    ]","[0.63636364 0.         1.         0.         0.27272727 0.
 0.         0.         0.         0.45454545]"
388,5.0,21.0,340.0,0.23,"[0.85714286 0.         0.16438356 0.         0.33333333 0.
 0.         0.         0.         0.27272727]","[0.54545455 0.         1.         0.         0.18181818 0.
 0.         0.         0.         0.27272727]"
389,5.0,21.0,345.0,0.2,"[0.625      0.         0.15584416 0.         0.4        0.
 0.         0.         0.         0.125     ]","[0.45454545 0.         1.         0.         0.18181818 0.
 0.         0.         0.         0.09090909]"
390,5.0,21.0,350.0,0.21,"[0.6        0.         0.15584416 0.         0.4        0.
 0.         0.         0.         0.16666667]","[0.54545455 0.         1.         0.         0.18181818 0.
 0.         0.         0.         0.09090909]"
391,5.0,21.0,355.0,0.2,"[0.6        0.         0.14634146 0.         0.4        0.
 0.         0.         0.         0.        ]","[0.54545455 0.         1.         0.         0.18181818 0.
 0.         0.         0.         0.        ]"
392,5.0,21.0,360.0,0.19,"[0.6        0.         0.14285714 0.         0.2        0.
 0.         0.         0.         0.        ]","[0.54545455 0.         1.         0.         0.09090909 0.
 0.         0.         0.         0.        ]"
393,5.0,21.0,365.0,0.17,"[0.55555556 0.         0.13636364 0.         0.         0.
 0.         0.         0.         0.        ]","[0.45454545 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
394,5.0,21.0,370.0,0.17,"[0.71428571 0.         0.13333333 0.         0.         0.
 0.         0.         0.         0.        ]","[0.45454545 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
395,5.0,21.0,375.0,0.17,"[0.83333333 0.         0.12903226 0.         0.         0.
 0.         0.         0.         0.        ]","[0.45454545 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
396,5.0,21.0,380.0,0.16,"[0.8        0.         0.12631579 0.         0.         0.
 0.         0.         0.         0.        ]","[0.36363636 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
397,5.0,21.0,385.0,0.14,"[0.66666667 0.         0.12371134 0.         0.         0.
 0.         0.         0.         0.        ]","[0.18181818 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
398,5.0,21.0,390.0,0.13,"[0.5        0.         0.12244898 0.         0.         0.
 0.         0.         0.         0.        ]","[0.09090909 0.         1.         0.         0.         0.
 0.         0.         0.         0.        ]"
399,5.0,21.0,395.0,0.12,[0.   0.   0.12 0.   0.   0.   0.   0.   0.   0.  ],[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
